avatarThumbnail,cid,createTime,createTimeISO,diggCount,input,likedByAuthor,pinnedByAuthor,repliesToId,replyCommentTotal,submittedVideoUrl,text,uid,uniqueId,videoWebUrl
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/e760b3484b09d2659b44c4f0c6e55163~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ba854f9a&x-expires=1746172800&x-signature=LEbkYX2%2BD5zYofKyjntcH8kbLck%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.47347E+18,1740051859,2025-02-20T11:44:19.000Z,4189,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,28,https://vt.tiktok.com/ZSh8FQbqo/,ndk ush di cabut lagu bayar bayar bayar soal enak lagu ny,7.45765E+18,jalurselatan13,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/9c47009d1bd0e3dddee992793f8936d0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=de92bd54&x-expires=1746172800&x-signature=acJUPvMvF5BV1Xqlwkf2uHaOdFM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.4734E+18,1740037195,2025-02-20T07:39:55.000Z,5923,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,53,https://vt.tiktok.com/ZSh8FQbqo/,Berarti bayar polisi adalah fakta?,6.87171E+18,briannnnn012,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/230c544d9a75514b32b5b9315a7c96ea~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7b3cbfad&x-expires=1746172800&x-signature=rtDTQOYhrlGyl4%2FRZEPZyVnMoAk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.47351E+18,1740062869,2025-02-20T14:47:49.000Z,3013,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,21,https://vt.tiktok.com/ZSh8FQbqo/,tersinggung artinya?🤡,6.80869E+18,aiueotan_,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/2063d847053f89027b2e983ff609eff0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0faa68fe&x-expires=1746172800&x-signature=I6Q6VpnFrN%2BLV93S69S6c1slazU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.47376E+18,1740121123,2025-02-21T06:58:43.000Z,2816,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,7,https://vt.tiktok.com/ZSh8FQbqo/,dukung penuh band sukatani 💯👍,6.9097E+18,yudijo_819,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p19-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-aiso/3f9ce3c76b9af00451d5a70dc57f63e9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3520feed&x-expires=1746172800&x-signature=QJ09BLXowu1%2BtTi9piDVraOViRI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.4734E+18,1740035922,2025-02-20T07:18:42.000Z,686,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,5,https://vt.tiktok.com/ZSh8FQbqo/,ngapain minta maaf?kan fakta. kalian ga salah!,6.70803E+18,moonbbybby,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/8559ebffc9ad031b153ec2ae05470acc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=defd2bfd&x-expires=1746172800&x-signature=%2Fhnm5iXhFX6u3i4Y5uyk7KlWyyM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.4734E+18,1740035602,2025-02-20T07:13:22.000Z,2153,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,18,https://vt.tiktok.com/ZSh8FQbqo/,Besok bikin lagu pake bahasa inggris aja biar mereka gk tau artinya,6.96041E+18,die4u404,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/6ec311f8ddbdbe3bbea2f95036a2752d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0fe12087&x-expires=1746172800&x-signature=fBu7iFTW2f3hoOmphmH7H5GcikE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.47351E+18,1740062385,2025-02-20T14:39:45.000Z,35,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,0,https://vt.tiktok.com/ZSh8FQbqo/,ngapain klarifikasi... itu realita bro,7.35594E+18,alfarish499,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/27a4b09efdeedba49752407a71d0313c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d79f7653&x-expires=1746172800&x-signature=o9YRUlsKkwrl1oM7%2FYe2tn8FcH8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.4734E+18,1740036638,2025-02-20T07:30:38.000Z,2018,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,34,https://vt.tiktok.com/ZSh8FQbqo/,POLISI : HAMA,6.83668E+18,emerico_,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/25fa343de3e7fc59577fd6436a1181f6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8576ab31&x-expires=1746172800&x-signature=aU6Ou%2FSeOOP128fVYFInNP5vVRA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.4734E+18,1740036719,2025-02-20T07:31:59.000Z,618,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,13,https://vt.tiktok.com/ZSh8FQbqo/,negara demokrasi model apa ini? 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,6.92893E+18,eunkyo_shin,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/16eb26de6a6720b636df9bbb836fabeb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bba5f2ab&x-expires=1746172800&x-signature=GleT5MuF%2F1cPwrRmhl9kH4Ufq3s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.47344E+18,1740045914,2025-02-20T10:05:14.000Z,317,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,4,https://vt.tiktok.com/ZSh8FQbqo/,KARYA SENI DIBUNGKAM = LAWAN🔥,6.95813E+18,tweetbyyy,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/18c7a8165af58b285fa8e417b3c275ef~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bb873506&x-expires=1746172800&x-signature=NPtoOZqgLM7x%2BSNpfO%2BHd9KUXmY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.47379E+18,1740126911,2025-02-21T08:35:11.000Z,25,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,0,https://vt.tiktok.com/ZSh8FQbqo/,ngapain minta maaf... emang fakta,6.95505E+18,mimpi_mu_99,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7570383bf87845ff947f86c19376c12d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=61b096e5&x-expires=1746172800&x-signature=ngky%2FaQkq2Klu3TX%2FhDC5hftP7I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.47342E+18,1740041035,2025-02-20T08:43:55.000Z,95,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,0,https://vt.tiktok.com/ZSh8FQbqo/,pasti sukatani melakukan ini TANPA paksaan dan Tanpa intimidasi. hidup damkar,6.82004E+18,bristleback___,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/660c11d8c05b8db360d1023859afbaa0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fd1c3c53&x-expires=1746172800&x-signature=j0FreXLoZbjGv%2BAC5zSg4vXpT0E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.47446E+18,1740282653,2025-02-23T03:50:53.000Z,29,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,2,https://vt.tiktok.com/ZSh8FQbqo/,"bpk presiden menghimbau lagu ""bayar bayar bayar"" dari band sukatani untuk diputar setiap jam 6 pagi di tv nasional.",6.96947E+18,aldy.firman,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/e2fad9c5bb020de0ba266496e3ea0212~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=92b9925e&x-expires=1746172800&x-signature=gdpoFXwdGl0uhLlptyuOT17WReg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.47426E+18,1740236526,2025-02-22T15:02:06.000Z,14,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,0,https://vt.tiktok.com/ZSh8FQbqo/,kami tidak rela kalian minta maaf..,6.56457E+18,andi.bur5353,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/3ecf19312a283ec32d3dd4612c52b8c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d610f487&x-expires=1746172800&x-signature=zWxiLabPerzfYMq56k%2Fpfh4DWrI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.47343E+18,1740043461,2025-02-20T09:24:21.000Z,45,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,0,https://vt.tiktok.com/ZSh8FQbqo/,lah malah tambah viral ini mah. gasss terus Sukatani!,6.61801E+18,faktadanmitos.perempuan,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/1aca073fc4eba7277e8ad75560978ebb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3d24eced&x-expires=1746172800&x-signature=wJ27y5t0F36vP75Hrvtl8uQXgOA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.47399E+18,1740174515,2025-02-21T21:48:35.000Z,5,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,0,https://vt.tiktok.com/ZSh8FQbqo/,secara tidak langsung polisi sendiri membuktikan bahwa lagu tersebut memang realitas lewat klarifikasi mereka..!!!,7.3346E+18,harmaji.anto,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/951c5de9a7e9e8c7e28f39abd1b62033~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d0a47b8a&x-expires=1746172800&x-signature=LhFP8IMwtBAzRPrjZ1DvcGmfHho%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.4738E+18,1740129465,2025-02-21T09:17:45.000Z,15,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,0,https://vt.tiktok.com/ZSh8FQbqo/,"ngapainnnnnn klarifikasi, wong fakta",6.79248E+18,vegappp,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/fa03f12ff5d34a2ebcc7a1719e7df7a3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=72c4c422&x-expires=1746172800&x-signature=3Blg2SaCLPI%2FxTE%2BLt9Q42678lo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.47366E+18,1740096619,2025-02-21T00:10:19.000Z,15,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,0,https://vt.tiktok.com/ZSh8FQbqo/,"knapa harus minta maaf,,kan itu fakta... coba aja adakan survey di masyarakat",7.20288E+18,user5338135858404r,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/5f34ca7f007d3c2a7cc3c5b7d850ff0d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4fa2de7a&x-expires=1746172800&x-signature=9uRQAtGWwpC22WJF83j46IQQUzI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.4734E+18,1740036713,2025-02-20T07:31:53.000Z,1607,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,21,https://vt.tiktok.com/ZSh8FQbqo/,"ngapain di hapus kocak,gw aja baru bayar polisi ini",6.88094E+18,habdasa,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/056c392e7016364a5a533adc9716b8f8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bedb70c8&x-expires=1746172800&x-signature=IL1MLaw4d4eHe%2BtMwEe7cKkOn%2Fk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.47348E+18,1740062724,2025-02-20T14:45:24.000Z,7,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,0,https://vt.tiktok.com/ZSh8FQbqo/,ga usah minta maaf.emang kenyataannya begitu..,7.29423E+18,user229107361684,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/7228059073227423770~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dbd8c490&x-expires=1746172800&x-signature=YS02d9d%2B0W0vV4J%2BdNgPP6ly53w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.47381E+18,1740131648,2025-02-21T09:54:08.000Z,7,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,0,https://vt.tiktok.com/ZSh8FQbqo/,ngapain minta maaaf,7.10629E+18,valdyashabfirdaus,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/ffdc6b6960e5692f629cb6a046da6861~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6e491f66&x-expires=1746172800&x-signature=Xt4qB6cMQDfQw7CaDn2TfDBu5mc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.4739E+18,1740153237,2025-02-21T15:53:57.000Z,14,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,0,https://vt.tiktok.com/ZSh8FQbqo/,semakin di take down netizen malah semakin penasaran pngen dgerin😁,7.21103E+18,feri_jayaindah,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7368493157647319045~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9c684cb4&x-expires=1746172800&x-signature=rJrVhPtadxPZLEXDqlv3FzgVtH4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.47341E+18,1740039437,2025-02-20T08:17:17.000Z,44,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,1,https://vt.tiktok.com/ZSh8FQbqo/,padahal liriknya sesuai fakta di lapangan 😭😭😭,7.36849E+18,mattgopen,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/24b07b41ddcf8a47f29af350a65ba33b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=50d44308&x-expires=1746172800&x-signature=%2Bqc1m1iRSjaB%2BPo5H30jT5h1J1k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.47403E+18,1740182444,2025-02-22T00:00:44.000Z,9,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,0,https://vt.tiktok.com/ZSh8FQbqo/,"faktanya kan emang gitu, ngapain minta maaf?",7.2182E+18,rsydbayu.s,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/0fa279ac03e9bdb6da4bab1cc04f02be~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6287a833&x-expires=1746172800&x-signature=1y8oLalfL3fP14xHQ8Oz4dYOGpw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.47384E+18,1740137890,2025-02-21T11:38:10.000Z,5,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,0,https://vt.tiktok.com/ZSh8FQbqo/,bukan klarifikasi tapi diintimindasi karena yang disana panik berenang dilautan fakta,6.78842E+18,riyan.putra._,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/009b9f343d9bbc6448f72aefc600ca95~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=edf8ffcf&x-expires=1746172800&x-signature=7NcWDHdoC3dAgqgyLSToy9XfuKo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.47346E+18,1740051234,2025-02-20T11:33:54.000Z,8,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,0,https://vt.tiktok.com/ZSh8FQbqo/,Kami Bersama Sukatani!!!,6.52725E+18,di.massa.treeo,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/6800c639d91c3a76942b70d57ddd3fa1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6c685f87&x-expires=1746172800&x-signature=rf7ZBjtqGY63iIdFdteT4jK%2FVaU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.47345E+18,1740048047,2025-02-20T10:40:47.000Z,7,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,0,https://vt.tiktok.com/ZSh8FQbqo/,sukatani berkata benar,7.06553E+18,saifut_07,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/ff11a66b7eba6287df285f7fcbe73ffe~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7e750a4d&x-expires=1746172800&x-signature=JelVuwFjW5gDjVwoSaslBtf5dWU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.47342E+18,1740040742,2025-02-20T08:39:02.000Z,497,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,4,https://vt.tiktok.com/ZSh8FQbqo/,"mau nyanyi, bayar polisi",7.12836E+18,damanov_,https://www.tiktok.com/@hai_online/video/7473394493971074311
https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/7139890837395079194~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d9ab9e95&x-expires=1746172800&x-signature=p9Vnu1sJSZn%2FRhlYC4I%2Bcayujcs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.47368E+18,1740102266,2025-02-21T01:44:26.000Z,30,https://vt.tiktok.com/ZSh8FQbqo/,FALSE,FALSE,,1,https://vt.tiktok.com/ZSh8FQbqo/,"Kalian gak perlu minta maaf ., coz itu Realita yg ada.🤘🏼💪🏼💪🏼 #kamibersamaSukaTani",7.12358E+18,sariefhidayat80,https://www.tiktok.com/@hai_online/video/7473394493971074311
